name,pubpriv,enrollment,allvaccs,conditional,medical,religious,dptMiss,polMiss,mmrMiss,hepMiss,varMiss
ST. IGNATIUS OF LOYOLA ELEMENTARY,PRIVATE,23,100,0,0,0,0,0,0,0,0
LUCILLE J. SMITH ELEMENTARY,PUBLIC,75,80,20,0,0,10.66666667,10.66666667,18.66666667,0,0
NEW JERUSALEM ELEMENTARY,PUBLIC,23,95.65217391,0,0,4.347826087,4.347826087,4.347826087,4.347826087,4.347826087,4.347826087
PIONEER ELEMENTARY,PUBLIC,119,94.11764706,1.680672269,0,4.201680672,5.042016807,4.201680672,4.201680672,5.042016807,4.201680672
MONTESSORI SCHOOL OF CHINO HILLS,PRIVATE,48,97.91666667,0,0,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333,2.083333333
BLESSED SACRAMENT SCHOOL,PRIVATE,10,100,0,0,0,0,0,0,0,0
COMMUNITY OUTREACH ACADEMY,PUBLIC,167,31.73652695,0.598802395,2.395209581,65.26946108,68.26347305,68.26347305,68.26347305,68.26347305,68.26347305
MONTEBELLO PARK ELEMENTARY,PUBLIC,104,100,0,0,0,0,0,0,0,0
JOHN EHRHARDT ELEMENTARY,PUBLIC,120,95.83333333,0.833333333,0.833333333,2.5,4.166666667,4.166666667,3.333333333,3.333333333,3.333333333
SONOMA COUNTY SPECIAL EDUCATION,PUBLIC,28,60.71428571,32.14285714,0,7.142857143,39.28571429,35.71428571,39.28571429,7.142857143,10.71428571
CASTROVILLE ELEMENTARY,PUBLIC,113,100,0,0,0,0,0,0,0,0
"KRYSTAL SCHOOL OF SCIENCE, MATH & TECHNOLOGY",PUBLIC,121,95.8677686,0.826446281,0,3.305785124,4.132231405,3.305785124,3.305785124,3.305785124,3.305785124
ERNEST O. LAWRENCE ELEMENTARY,PUBLIC,75,98.66666667,0,0,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333
RIVIERA ELEMENTARY,PUBLIC,45,95.55555556,2.222222222,0,2.222222222,4.444444444,2.222222222,4.444444444,2.222222222,2.222222222
CESAR E CHAVEZ ELEMENTARY,PUBLIC,72,100,0,0,0,0,0,0,0,0
PALMETTO ELEMENTARY,PUBLIC,147,99.31972789,0.680272109,0,0,0.680272109,0,0,0,0
DRY CREEK ELEMENTARY,PUBLIC,109,88.0733945,6.422018349,0,5.504587156,10.09174312,7.339449541,8.256880734,7.339449541,5.504587156
KING'S SCHOOLS OF THE DESERT,PRIVATE,21,80.95238095,19.04761905,0,0,4.761904762,4.761904762,19.04761905,4.761904762,0
GLEN PARK ELEMENTARY,PUBLIC,61,93.44262295,6.557377049,0,0,3.278688525,4.918032787,0,1.639344262,0
OUR LADY OF PERPETUAL HELP ELEMENTARY,PRIVATE,42,90.47619048,7.142857143,0,2.380952381,4.761904762,4.761904762,7.142857143,4.761904762,2.380952381
ELIM ELEMENTARY,PUBLIC,159,96.85534591,0.628930818,0,2.51572327,3.144654088,3.144654088,3.144654088,2.51572327,2.51572327
ARENA ELEMENTARY,PUBLIC,23,91.30434783,8.695652174,0,0,8.695652174,8.695652174,8.695652174,0,0
SUSAN B. ANTHONY ELEMENTARY,PUBLIC,92,91.30434783,8.695652174,0,0,4.347826087,3.260869565,4.347826087,2.173913043,2.173913043
REED ELEMENTARY,PUBLIC,175,84.57142857,9.142857143,0.571428571,5.714285714,8.571428571,9.714285714,9.714285714,10.85714286,9.714285714
SIXTY-EIGHTH STREET ELEMENTARY,PUBLIC,134,92.53731343,6.71641791,0,0.746268657,5.970149254,4.47761194,6.71641791,2.23880597,2.23880597
HOWARD WOOD ELEMENTARY,PUBLIC,66,77.27272727,16.66666667,0,6.060606061,18.18181818,16.66666667,19.6969697,9.090909091,6.060606061
PATTON ELEMENTARY,PUBLIC,111,96.3963964,0.900900901,0.900900901,1.801801802,3.603603604,3.603603604,2.702702703,2.702702703,2.702702703
HARRINGTON ELEMENTARY,PUBLIC,140,100,0,0,0,0,0,0,0,0
SMYTHE ACADEMY OF ARTS AND SCIENCES,PUBLIC,124,95.96774194,0,0,4.032258065,4.032258065,4.032258065,4.032258065,4.032258065,4.032258065
CORONADO VILLAGE ELEMENTARY,PUBLIC,150,72.66666667,18,0,9.333333333,21.33333333,21.33333333,23.33333333,18.66666667,17.33333333
WASHINGTON ELEMENTARY,PUBLIC,54,100,0,0,0,0,0,0,0,0
BELLA MENTE MONTESSORI ACADEMY,PUBLIC,75,81.33333333,0,0,18.66666667,18.66666667,18.66666667,18.66666667,18.66666667,18.66666667
TWIN LAKES ELEMENTARY,PUBLIC,75,98.66666667,0,0,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333
ORCUTT ACADEMY CHARTER,PUBLIC,23,78.26086957,13.04347826,0,8.695652174,17.39130435,13.04347826,13.04347826,13.04347826,8.695652174
CALIFORNIA SCHOOL FOR THE DEAF-RIVERSIDE,PUBLIC,11,90.90909091,0,0,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091
DOÃ‘A MERCED ELEMENTARY,PUBLIC,87,95.40229885,2.298850575,0,2.298850575,4.597701149,2.298850575,4.597701149,2.298850575,2.298850575
HILLDALE SCHOOL,PRIVATE,20,100,0,0,0,0,0,0,0,0
CLIFFORD D. MURRAY ELEMENTARY,PUBLIC,101,92.07920792,6.930693069,0,0.99009901,5.940594059,6.930693069,6.930693069,6.930693069,5.940594059
MARY FAY PENDLETON ELEMENTARY,PUBLIC,165,87.27272727,10.90909091,0.606060606,1.212121212,10.90909091,6.666666667,10.90909091,7.878787879,5.454545455
ST. JOSEPH ELEMENTARY,PRIVATE,26,100,0,0,0,0,0,0,0,0
WESTSIDE WALDORF SCHOOL,PRIVATE,16,18.75,6.25,0,75,81.25,81.25,81.25,75,75
FOLSOM HILLS ELEMENTARY,PUBLIC,112,91.96428571,0,0,8.035714286,8.035714286,8.035714286,8.035714286,8.035714286,8.035714286
PAINTED ROCK ELEMENTARY,PUBLIC,107,90.65420561,0.934579439,0.934579439,7.476635514,8.411214953,8.411214953,8.411214953,9.345794393,8.411214953
RICHARD M. MOON PRIMARY,PUBLIC,165,96.36363636,1.212121212,0,2.424242424,3.03030303,3.03030303,3.636363636,3.03030303,2.424242424
AKERS ELEMENTARY,PUBLIC,72,94.44444444,2.777777778,0,2.777777778,4.166666667,4.166666667,4.166666667,5.555555556,4.166666667
CHINESE IMMERSION SCHOOL AT DEAVILA,PUBLIC,71,95.77464789,4.225352113,0,0,4.225352113,4.225352113,0,0,0
LINDA VISTA ELEMENTARY,PUBLIC,123,100,0,0,0,0,0,0,0,0
MANZANITA ELEMENTARY,PUBLIC,118,71.18644068,21.18644068,0.847457627,6.779661017,24.57627119,21.18644068,24.57627119,13.55932203,11.86440678
EPIPHANY CATHOLIC,PRIVATE,19,100,0,0,0,0,0,0,0,0
WAYSIDE ELEMENTARY,PUBLIC,115,78.26086957,19.13043478,2.608695652,0,5.217391304,2.608695652,21.73913043,10.43478261,21.73913043
ST. MARY MAGDALEN,PRIVATE,27,85.18518519,11.11111111,0,3.703703704,3.703703704,3.703703704,3.703703704,14.81481481,3.703703704
VINE HILL ELEMENTARY,PUBLIC,103,97.08737864,0.970873786,0,1.941747573,2.912621359,1.941747573,1.941747573,1.941747573,1.941747573
LICHEN K-8,PUBLIC,71,71.83098592,21.12676056,0,7.042253521,26.76056338,25.35211268,25.35211268,9.85915493,8.450704225
WONDERLAND AVENUE ELEMENTARY,PUBLIC,66,50,40.90909091,0,9.090909091,22.72727273,27.27272727,28.78787879,33.33333333,19.6969697
HANDY ELEMENTARY,PUBLIC,93,90.32258065,9.677419355,0,0,5.376344086,6.451612903,6.451612903,1.075268817,1.075268817
STRATFORD SCHOOL,PRIVATE,53,84.90566038,15.09433962,0,0,15.09433962,15.09433962,0,0,0
VINTAGE PARKWAY ELEMENTARY,PUBLIC,104,90.38461538,7.692307692,0,1.923076923,9.615384615,6.730769231,9.615384615,4.807692308,2.884615385
FRENCH AMERICAN SCHOOL OF SILICON VALLEY,PRIVATE,25,88,8,0,4,12,12,12,4,4
TURTLE BAY SCHOOL,PUBLIC,120,83.33333333,13.33333333,0.833333333,2.5,14.16666667,15,15.83333333,6.666666667,8.333333333
RAMONA ELEMENTARY,PUBLIC,134,94.02985075,5.223880597,0,0.746268657,5.223880597,2.23880597,2.985074627,2.23880597,2.23880597
PORTER RANCH COMMUNITY,PUBLIC,122,90.98360656,0.819672131,5.737704918,2.459016393,8.196721311,8.196721311,8.196721311,9.016393443,8.196721311
DEHESA ELEMENTARY,PUBLIC,21,95.23809524,0,0,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762
LINCOLN ELEMENTARY,PUBLIC,80,93.75,2.5,0,3.75,5,3.75,3.75,5,3.75
PLANADA ELEMENTARY,PUBLIC,90,97.77777778,2.222222222,0,0,2.222222222,2.222222222,0,0,0
BAY VIEW ELEMENTARY,PUBLIC,101,82.17821782,6.930693069,0.99009901,9.900990099,15.84158416,14.85148515,16.83168317,13.86138614,14.85148515
BUENA VISTA ARTS-INTEGRATED,PUBLIC,54,100,0,0,0,0,0,0,0,0
HERMOSA DRIVE ELEMENTARY,PUBLIC,60,95,0,3.333333333,1.666666667,5,5,5,5,5
JOLI ANN LEICHTAG ELEMENTARY,PUBLIC,146,89.7260274,2.739726027,0,7.534246575,8.904109589,8.904109589,9.589041096,8.219178082,7.534246575
CROCKER HIGHLANDS ELEMENTARY,PUBLIC,86,80.23255814,17.44186047,1.162790698,1.162790698,12.79069767,16.27906977,8.139534884,8.139534884,5.813953488
NANCY CORY ELEMENTARY,PUBLIC,89,95.50561798,1.123595506,0,3.370786517,4.494382022,3.370786517,3.370786517,3.370786517,3.370786517
MONTA LOMA ELEMENTARY,PUBLIC,77,97.4025974,0,0,2.597402597,2.597402597,2.597402597,2.597402597,2.597402597,2.597402597
GUADALUPE ELEMENTARY,PUBLIC,80,88.75,0,0,11.25,11.25,11.25,11.25,11.25,11.25
ALVARADO ELEMENTARY,PUBLIC,145,100,0,0,0,0,0,0,0,0
OCEAN AIR,PUBLIC,88,92.04545455,3.409090909,0,4.545454545,5.681818182,5.681818182,4.545454545,6.818181818,4.545454545
WILLITS ELEMENTARY CHARTER,PUBLIC,22,68.18181818,13.63636364,0,18.18181818,18.18181818,31.81818182,18.18181818,18.18181818,18.18181818
MADISON ELEMENTARY,PUBLIC,74,86.48648649,13.51351351,0,0,12.16216216,13.51351351,13.51351351,0,0
JEFFERSON ELEMENTARY,PUBLIC,50,96,2,0,2,4,2,2,2,2
SHASTA ELEMENTARY SCHOOL,PUBLIC,23,60.86956522,0,0,39.13043478,39.13043478,39.13043478,39.13043478,39.13043478,39.13043478
DAYTON ELEMENTARY,PUBLIC,98,93.87755102,5.102040816,0,1.020408163,4.081632653,3.06122449,4.081632653,3.06122449,1.020408163
FARMDALE ELEMENTARY,PUBLIC,159,93.71069182,6.289308176,0,0,5.660377358,5.660377358,6.289308176,0.628930818,0
OLIVE ELEMENTARY,PUBLIC,78,89.74358974,6.41025641,0,3.846153846,8.974358974,6.41025641,8.974358974,3.846153846,3.846153846
HEALDSBURG CHARTER,PUBLIC,43,93.02325581,0,0,6.976744186,6.976744186,6.976744186,6.976744186,6.976744186,6.976744186
SANTA ROSA ACADEMY,PUBLIC,86,94.18604651,1.162790698,0,4.651162791,4.651162791,4.651162791,4.651162791,5.813953488,4.651162791
FROST (EARL) ELEMENTARY,PUBLIC,76,72.36842105,22.36842105,1.315789474,3.947368421,17.10526316,17.10526316,5.263157895,23.68421053,21.05263158
WALNUT HEIGHTS ELEMENTARY,PUBLIC,66,92.42424242,3.03030303,0,4.545454545,4.545454545,4.545454545,4.545454545,7.575757576,4.545454545
KINGSWOOD ELEMENTARY,PUBLIC,78,69.23076923,26.92307692,0,3.846153846,28.20512821,20.51282051,30.76923077,6.41025641,7.692307692
STAR OF THE SEA SCHOOL,PRIVATE,31,100,0,0,0,0,0,0,0,0
HENRY (PATRICK) ELEMENTARY,PUBLIC,80,100,0,0,0,0,0,0,0,0
PHILIP J. REILLY ELEMENTARY/SPECIAL EDUCATION,PUBLIC,77,75.32467532,10.38961039,0,14.28571429,20.77922078,20.77922078,23.37662338,16.88311688,14.28571429
ROLLINGWOOD ELEMENTARY,PUBLIC,57,96.49122807,0,0,3.50877193,3.50877193,3.50877193,3.50877193,3.50877193,3.50877193
REDWOOD SHORES ELEMENTARY,PUBLIC,73,94.52054795,5.479452055,0,0,4.109589041,1.369863014,5.479452055,0,0
DEL MAR HEIGHTS ELEMENTARY,PUBLIC,65,96.92307692,0,0,3.076923077,3.076923077,3.076923077,3.076923077,3.076923077,3.076923077
LA CANADA ELEMENTARY,PUBLIC,95,97.89473684,1.052631579,0,1.052631579,1.052631579,1.052631579,1.052631579,2.105263158,1.052631579
DEMILLE ELEMENTARY,PUBLIC,71,88.73239437,11.26760563,0,0,4.225352113,2.816901408,7.042253521,1.408450704,0
ROSE ELEMENTARY,PUBLIC,111,99.0990991,0.900900901,0,0,0.900900901,0.900900901,0.900900901,0,0.900900901
MILLER ELEMENTARY,PUBLIC,164,90.85365854,7.317073171,0,1.829268293,6.707317073,6.707317073,6.097560976,4.87804878,3.658536585
LIBERTY ELEMENTARY,PUBLIC,156,98.07692308,1.923076923,0,0,1.923076923,0,0,0,0
WRIGHTWOOD ELEMENTARY,PUBLIC,33,87.87878788,3.03030303,0,9.090909091,12.12121212,12.12121212,12.12121212,12.12121212,9.090909091
CANYON CREST ELEMENTARY,PUBLIC,80,100,0,0,0,0,0,0,0,0
REACH ACADEMY,PUBLIC,81,95.0617284,3.703703704,0,1.234567901,3.703703704,3.703703704,3.703703704,2.469135802,3.703703704
