name,pubpriv,enrollment,allvaccs,conditional,medical,religious,dptMiss,polMiss,mmrMiss,hepMiss,varMiss
JOSEPH ARNOLD ELEMENTARY,PUBLIC,104,83.65384615,13.46153846,0,2.884615385,8.653846154,8.653846154,2.884615385,13.46153846,2.884615385
WILSON ELEMENTARY,PUBLIC,55,96.36363636,3.636363636,0,0,0,3.636363636,3.636363636,0,0
ALOHA ELEMENTARY,PUBLIC,56,91.07142857,5.357142857,0,3.571428571,8.928571429,8.928571429,8.928571429,5.357142857,5.357142857
JEFFERSON ELEMENTARY,PUBLIC,69,100,0,0,0,0,0,0,0,0
ASPIRE INSKEEP ACADEMY CHARTER,PUBLIC,53,98.11320755,0,0,1.886792453,1.886792453,1.886792453,1.886792453,1.886792453,1.886792453
ST. ANNE ELEMENTARY,PRIVATE,30,86.66666667,3.333333333,0,10,10,10,10,13.33333333,10
VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,PUBLIC,98,94.89795918,0,0,5.102040816,5.102040816,5.102040816,5.102040816,5.102040816,5.102040816
LA ROSA ELEMENTARY,PUBLIC,97,94.84536082,0,1.030927835,4.12371134,5.154639175,5.154639175,5.154639175,5.154639175,5.154639175
HOLLYWOOD BEACH ELEMENTARY,PUBLIC,49,95.91836735,0,0,4.081632653,4.081632653,4.081632653,4.081632653,4.081632653,4.081632653
CARL HANKEY ELEMENTARY,PUBLIC,67,62.68656716,35.82089552,0,1.492537313,13.43283582,13.43283582,11.94029851,28.35820896,16.41791045
GEORGIA MORRIS ELEMENTARY,PUBLIC,96,100,0,0,0,0,0,0,0,0
FOOTHILL ELEMENTARY,PUBLIC,107,92.52336449,7.476635514,0,0,6.542056075,4.672897196,2.803738318,0,0
NORTH SHOREVIEW ELEMENTARY,PUBLIC,64,95.3125,0,0,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875
TRINITY VALLEY ELEMENTARY,PUBLIC,20,90,10,0,0,10,5,10,0,10
ROBERTS FERRY UNION ELEMENTARY,PUBLIC,13,100,0,0,0,0,0,0,0,0
"ANNELIESE'S SCHOOLS, INC.",PRIVATE,11,18.18181818,81.81818182,0,0,18.18181818,18.18181818,72.72727273,0,0
SUNNYSIDE ELEMENTARY,PUBLIC,37,97.2972973,2.702702703,0,0,0,0,2.702702703,0,0
ELMER WOOD ELEMENTARY,PUBLIC,91,93.40659341,3.296703297,0,3.296703297,5.494505495,5.494505495,5.494505495,3.296703297,3.296703297
CURTNER ELEMENTARY,PUBLIC,87,100,0,0,0,0,0,0,0,0
EAGLE RANCH,PUBLIC,81,87.65432099,7.407407407,1.234567901,3.703703704,11.11111111,9.87654321,12.34567901,7.407407407,7.407407407
ARTHUR HAPGOOD ELEMENTARY,PUBLIC,110,99.09090909,0,0,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
WINGLAND ELEMENTARY,PUBLIC,129,88.37209302,7.751937984,1.550387597,2.325581395,9.302325581,6.201550388,6.976744186,7.751937984,6.201550388
LAVERNE ELEMENTARY PREPARATORY ACADEMY,PUBLIC,83,93.97590361,3.614457831,0,2.409638554,6.024096386,6.024096386,6.024096386,6.024096386,6.024096386
COTTONWOOD CREEK ELEMENTARY,PUBLIC,83,96.38554217,0,0,3.614457831,3.614457831,3.614457831,3.614457831,3.614457831,3.614457831
MONROE ELEMENTARY,PUBLIC,114,77.19298246,18.42105263,0,4.385964912,21.92982456,21.05263158,22.80701754,13.15789474,13.15789474
BERYLWOOD ELEMENTARY,PUBLIC,95,86.31578947,11.57894737,0,2.105263158,12.63157895,12.63157895,11.57894737,2.105263158,2.105263158
KING (STARR) ELEMENTARY,PUBLIC,61,68.85245902,31.14754098,0,0,29.50819672,29.50819672,27.86885246,27.86885246,27.86885246
KINGSLEY ELEMENTARY,PUBLIC,100,93,7,0,0,5,5,7,1,1
WALLACE R. DAVIS ELEMENTARY,PUBLIC,149,99.32885906,0.67114094,0,0,0,0,0,0.67114094,0
NYE ELEMENTARY,PUBLIC,117,88.88888889,7.692307692,1.709401709,1.709401709,9.401709402,11.11111111,10.25641026,3.418803419,4.273504274
FAITH RINGGOLD SCHOOL OF ARTS AND SCIENCE,PUBLIC,19,84.21052632,15.78947368,0,0,5.263157895,5.263157895,15.78947368,5.263157895,5.263157895
SUMMERDALE ELEMENTARY,PUBLIC,72,95.83333333,4.166666667,0,0,4.166666667,2.777777778,0,0,0
ST. BASIL'S,PRIVATE,33,100,0,0,0,0,0,0,0,0
JOHN MARSHALL ELEMENTARY,PUBLIC,57,89.47368421,10.52631579,0,0,7.01754386,7.01754386,8.771929825,5.263157895,0
FERRIS SPANGER ELEMENTARY,PUBLIC,81,97.5308642,1.234567901,0,1.234567901,2.469135802,2.469135802,2.469135802,2.469135802,2.469135802
WEST POINT ELEMENTARY,PUBLIC,22,68.18181818,27.27272727,0,4.545454545,31.81818182,27.27272727,31.81818182,9.090909091,9.090909091
RUTH BROWN ELEMENTARY,PUBLIC,96,79.16666667,19.79166667,1.041666667,0,18.75,16.66666667,20.83333333,1.041666667,2.083333333
GENEVIEVE M. CROSBY ELEMENTARY,PUBLIC,64,96.875,3.125,0,0,3.125,3.125,3.125,1.5625,0
ST. MARIANNE DE PAREDES ELEMENTARY,PRIVATE,30,93.33333333,0,6.666666667,0,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667
SANDIA ELEMENTARY,PUBLIC,114,92.10526316,1.754385965,0.877192982,5.263157895,7.01754386,7.894736842,7.01754386,6.140350877,6.140350877
VIRGINIA PRIMROSE ELEMENTARY,PUBLIC,84,96.42857143,0,1.19047619,2.380952381,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571
BUENA VISTA ELEMENTARY,PUBLIC,43,86.04651163,4.651162791,0,9.302325581,9.302325581,9.302325581,11.62790698,11.62790698,9.302325581
LATON ELEMENTARY,PUBLIC,75,96,4,0,0,4,2.666666667,4,0,0
PINON HILLS ELEMENTARY,PUBLIC,64,73.4375,26.5625,0,0,21.875,18.75,25,14.0625,12.5
CHICO OAKS ADVENTIST SCHOOL,PRIVATE,13,100,0,0,0,0,0,0,0,0
SARATOGA ELEMENTARY,PUBLIC,62,96.77419355,3.225806452,0,0,0,0,1.612903226,1.612903226,0
NEW RIVER ELEMENTARY,PUBLIC,75,86.66666667,13.33333333,0,0,10.66666667,9.333333333,10.66666667,1.333333333,0
GROVER HEIGHTS ELEMENTARY,PUBLIC,80,86.25,0,0,13.75,13.75,13.75,13.75,13.75,13.75
ALL SOULS CATHOLIC ELEMENTARY,PRIVATE,31,96.77419355,0,0,3.225806452,3.225806452,3.225806452,3.225806452,3.225806452,3.225806452
BROADOAKS SCHOOL OF WHITTIER COLLEGE,PRIVATE,43,90.69767442,4.651162791,0,4.651162791,9.302325581,9.302325581,9.302325581,4.651162791,4.651162791
MONTEREY ROAD ELEMENTARY,PUBLIC,62,88.70967742,4.838709677,0,6.451612903,11.29032258,11.29032258,11.29032258,11.29032258,8.064516129
SAMUEL A. FRYER YAVNEH HEBREW,PRIVATE,47,78.72340426,19.14893617,0,2.127659574,10.63829787,10.63829787,14.89361702,6.382978723,4.255319149
WEST VERNON AVENUE ELEMENTARY,PUBLIC,165,66.66666667,33.33333333,0,0,23.63636364,22.42424242,24.24242424,11.51515152,3.636363636
WESTSIDE ELEMENTARY,PUBLIC,53,86.79245283,5.660377358,0,7.547169811,11.32075472,9.433962264,11.32075472,9.433962264,7.547169811
EDISON ELEMENTARY,PUBLIC,94,94.68085106,4.255319149,0,1.063829787,4.255319149,4.255319149,5.319148936,1.063829787,1.063829787
DEL REY WOODS ELEMENTARY,PUBLIC,99,95.95959596,3.03030303,0,1.01010101,2.02020202,1.01010101,2.02020202,2.02020202,1.01010101
SOL AUREUS COLLEGE PREPARATORY,PUBLIC,48,95.83333333,2.083333333,0,2.083333333,4.166666667,4.166666667,4.166666667,2.083333333,2.083333333
ELIOT ELEMENTARY,PUBLIC,83,100,0,0,0,0,0,0,0,0
CLAY ELEMENTARY,PUBLIC,24,95.83333333,0,0,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667
FRANKLIN ELEMENTARY,PUBLIC,115,84.34782609,13.91304348,0,1.739130435,10.43478261,6.956521739,10.43478261,3.47826087,1.739130435
VALLEY VIEW ELEMENTARY,PUBLIC,69,97.10144928,1.449275362,0,1.449275362,2.898550725,2.898550725,2.898550725,2.898550725,1.449275362
DESERT ROSE ELEMENTARY,PUBLIC,183,96.72131148,2.732240437,0,0.546448087,3.278688525,3.278688525,2.732240437,3.278688525,1.092896175
LUCAS ELEMENTARY,PUBLIC,92,96.73913043,0,0,3.260869565,3.260869565,3.260869565,3.260869565,3.260869565,3.260869565
FOSTER ELEMENTARY,PUBLIC,173,93.06358382,6.936416185,0,0,5.780346821,5.780346821,5.780346821,5.780346821,5.780346821
RED HILL ELEMENTARY,PUBLIC,99,84.84848485,11.11111111,0,4.04040404,13.13131313,11.11111111,15.15151515,6.060606061,5.050505051
OLD ADOBE ELEMENTARY CHARTER,PUBLIC,39,92.30769231,5.128205128,0,2.564102564,7.692307692,7.692307692,5.128205128,2.564102564,2.564102564
PALM DESERT LEARNING TREE CENTER,PRIVATE,25,100,0,0,0,0,0,0,0,0
COOLIDGE ELEMENTARY,PUBLIC,60,98.33333333,0,0,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667
FRAZIER PARK ELEMENTARY,PUBLIC,46,71.73913043,17.39130435,0,10.86956522,23.91304348,21.73913043,23.91304348,15.2173913,15.2173913
BERESFORD ELEMENTARY,PUBLIC,59,100,0,0,0,0,0,0,0,0
SHEPHERD OF THE VALLEY LUTHERAN,PRIVATE,12,75,0,0,25,25,25,25,25,25
MISSION PARK ELEMENTARY,PUBLIC,90,93.33333333,4.444444444,0,2.222222222,5.555555556,4.444444444,4.444444444,5.555555556,6.666666667
OLIVELANDS ELEMENTARY,PUBLIC,53,94.33962264,0,0,5.660377358,5.660377358,5.660377358,5.660377358,5.660377358,5.660377358
"DORRIS-EATON SCHOOL, THE",PRIVATE,39,94.87179487,0,2.564102564,2.564102564,5.128205128,5.128205128,5.128205128,5.128205128,5.128205128
HYATT ELEMENTARY,PUBLIC,124,98.38709677,1.612903226,0,0,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226
ROLLING RIDGE ELEMENTARY,PUBLIC,60,95,0,0,5,5,5,5,5,5
MONTEZUMA ELEMENTARY,PUBLIC,95,92.63157895,7.368421053,0,0,4.210526316,4.210526316,6.315789474,3.157894737,0
SCHOOL OF THE MADELEINE,PRIVATE,62,95.16129032,3.225806452,0,1.612903226,1.612903226,4.838709677,1.612903226,1.612903226,4.838709677
TOLUCA LAKE ELEMENTARY,PUBLIC,119,85.71428571,8.403361345,0,5.882352941,11.76470588,11.76470588,14.28571429,5.882352941,5.882352941
ART HAYCOX ELEMENTARY,PUBLIC,180,98.33333333,1.666666667,0,0,1.666666667,0,1.666666667,0,0
COMMONWEALTH ELEMENTARY,PUBLIC,64,98.4375,1.5625,0,0,0,0,1.5625,0,0
PIONEER ELEMENTARY,PUBLIC,120,93.33333333,3.333333333,0,3.333333333,3.333333333,5,4.166666667,4.166666667,4.166666667
GRAND ISLAND ELEMENTARY,PUBLIC,13,92.30769231,7.692307692,0,0,7.692307692,7.692307692,7.692307692,0,0
PLUMAS AVENUE ELEMENTARY,PUBLIC,62,91.93548387,6.451612903,0,1.612903226,4.838709677,1.612903226,8.064516129,1.612903226,1.612903226
LAFAYETTE ELEMENTARY,PUBLIC,86,88.37209302,11.62790698,0,0,9.302325581,6.976744186,4.651162791,6.976744186,6.976744186
WATSONVILLE CHARTER SCHOOL OF THE ARTS,PUBLIC,42,85.71428571,0,0,14.28571429,14.28571429,14.28571429,14.28571429,14.28571429,14.28571429
MERCED COUNTY SPECIAL EDUCATION,PUBLIC,72,76.38888889,12.5,0,11.11111111,23.61111111,23.61111111,23.61111111,11.11111111,11.11111111
RIVIERA ELEMENTARY,PUBLIC,95,72.63157895,25.26315789,0,2.105263158,9.473684211,11.57894737,10.52631579,2.105263158,2.105263158
BERYL HEIGHTS ELEMENTARY,PUBLIC,54,88.88888889,0,0,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111
CHAPMAN ELEMENTARY,PUBLIC,93,73.11827957,26.88172043,0,0,17.20430108,6.451612903,21.50537634,6.451612903,1.075268817
LUTHER BURBANK ELEMENTARY,PUBLIC,82,84.14634146,14.63414634,0,1.219512195,12.19512195,9.756097561,9.756097561,3.658536585,3.658536585
LYDIA JACKSON ELEMENTARY,PUBLIC,88,80.68181818,19.31818182,0,0,13.63636364,15.90909091,14.77272727,1.136363636,0
VAN AVERY PREP,PRIVATE,42,80.95238095,0,0,19.04761905,19.04761905,19.04761905,19.04761905,19.04761905,19.04761905
ROSE AVENUE ELEMENTARY,PUBLIC,144,97.91666667,2.083333333,0,0,1.388888889,1.388888889,1.388888889,0,0.694444444
BLOOMINGTON CHRISTIAN SCHOOL,PRIVATE,37,78.37837838,16.21621622,0,5.405405405,10.81081081,18.91891892,18.91891892,13.51351351,10.81081081
MORNING CREEK ELEMENTARY,PUBLIC,170,95.88235294,0.588235294,0,3.529411765,3.529411765,3.529411765,4.117647059,3.529411765,3.529411765
COBB (WILLIAM L.) ELEMENTARY,PUBLIC,36,94.44444444,5.555555556,0,0,5.555555556,5.555555556,0,0,0
GLIDER ELEMENTARY,PUBLIC,75,97.33333333,1.333333333,1.333333333,0,1.333333333,1.333333333,1.333333333,1.333333333,2.666666667
TRONA ELEMENTARY,PUBLIC,15,100,0,0,0,0,0,0,0,0
ST. JEROME ELEMENTARY,PRIVATE,19,63.15789474,31.57894737,0,5.263157895,26.31578947,26.31578947,36.84210526,26.31578947,26.31578947
YU MING CHARTER,PUBLIC,52,92.30769231,0,0,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692
FREMONT ELEMENTARY,PUBLIC,94,96.80851064,1.063829787,0,2.127659574,3.191489362,3.191489362,3.191489362,2.127659574,2.127659574
PATHWAYS TO COLLEGE,PUBLIC,50,96,0,2,2,4,4,4,4,4
BRAGG ELEMENTARY,PUBLIC,114,75.43859649,24.56140351,0,0,21.05263158,14.9122807,21.92982456,0.877192982,2.631578947
ALTA LOMA CHRISTIAN,PRIVATE,35,94.28571429,0,0,5.714285714,5.714285714,5.714285714,5.714285714,5.714285714,5.714285714
PLEASANT VIEW ELEMENTARY,PUBLIC,84,95.23809524,4.761904762,0,0,2.380952381,2.380952381,0,0,0
SHERIDAN ELEMENTARY,PUBLIC,83,100,0,0,0,0,0,0,0,0
ST. CATHERINE OF SIENA ELEMENTARY,PRIVATE,37,100,0,0,0,0,0,0,0,0
KIMBERLY ELEMENTARY,PUBLIC,94,96.80851064,0,0,3.191489362,3.191489362,3.191489362,3.191489362,3.191489362,3.191489362
MONTERA ELEMENTARY,PUBLIC,98,100,0,0,0,0,0,0,0,0
COLFAX CHARTER ELEMENTARY,PUBLIC,112,90.17857143,2.678571429,0,7.142857143,8.035714286,9.821428571,8.928571429,7.142857143,8.035714286
MURRAY MANOR ELEMENTARY,PUBLIC,122,89.3442623,1.639344262,0,9.016393443,9.016393443,9.016393443,9.836065574,9.836065574,9.016393443
COMPETITIVE EDGE CHARTER ACADEMY (CECA),PUBLIC,75,90.66666667,6.666666667,0,2.666666667,8,8,9.333333333,2.666666667,8
OAKDALE ELEMENTARY,PUBLIC,60,96.66666667,3.333333333,0,0,3.333333333,3.333333333,3.333333333,1.666666667,1.666666667
KIPP RAICES ACADEMY,PUBLIC,110,90.90909091,8.181818182,0.909090909,0,4.545454545,8.181818182,8.181818182,5.454545455,7.272727273
BETHEL CHRISTIAN,PRIVATE,39,92.30769231,0,0,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692
BAYWOOD ELEMENTARY,PUBLIC,153,96.07843137,1.960784314,0,1.960784314,3.267973856,3.267973856,3.267973856,3.267973856,2.614379085
GOLDEN VALLEY CHARTER SCHOOL OF SACRAMENTO,PUBLIC,65,43.07692308,26.15384615,0,30.76923077,47.69230769,47.69230769,46.15384615,49.23076923,44.61538462
FREMONT ELEMENTARY,PUBLIC,60,63.33333333,25,0,11.66666667,15,23.33333333,25,21.66666667,16.66666667
GUIDANCE CHARTER,PUBLIC,42,97.61904762,0,0,2.380952381,2.380952381,2.380952381,2.380952381,2.380952381,2.380952381
JAMES K. POLK ELEMENTARY,PUBLIC,138,99.27536232,0.724637681,0,0,0.724637681,0.724637681,0,0,0
MINERAL KING ELEMENTARY,PUBLIC,88,89.77272727,3.409090909,0,6.818181818,6.818181818,6.818181818,10.22727273,6.818181818,6.818181818
GRACE LUTHERAN,PRIVATE,21,100,0,0,0,0,0,0,0,0
CERES ELEMENTARY,PUBLIC,66,100,0,0,0,0,0,0,0,0
SUNRIDGE CHARTER,PUBLIC,41,39.02439024,0,0,60.97560976,60.97560976,60.97560976,60.97560976,60.97560976,60.97560976
REEDS CREEK ELEMENTARY,PUBLIC,11,81.81818182,9.090909091,0,9.090909091,9.090909091,9.090909091,9.090909091,18.18181818,9.090909091
RIVERSIDE CHRISTIAN DAY SCHOOL,PRIVATE,60,96.66666667,0,0,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333
VISTA DEL VALLE ELEMENTARY,PUBLIC,39,89.74358974,0,0,10.25641026,10.25641026,10.25641026,10.25641026,10.25641026,10.25641026
MELROSE LEADERSHIP ACADEMY,PUBLIC,44,61.36363636,38.63636364,0,0,27.27272727,31.81818182,29.54545455,20.45454545,18.18181818
RAINBOW MONTESSORI C.D.C.,PRIVATE,158,89.87341772,8.860759494,0.632911392,0.632911392,3.164556962,2.53164557,3.797468354,2.53164557,3.164556962
EAST BAY WALDORF SCHOOL,PRIVATE,34,47.05882353,2.941176471,0,50,52.94117647,52.94117647,52.94117647,52.94117647,52.94117647
MATTOLE VALLEY CHARTER (#159),PUBLIC,53,28.30188679,20.75471698,0,50.94339623,71.69811321,69.81132075,71.69811321,66.03773585,64.1509434
ST. MICHAEL'S EPISCOPAL DAY SCHOOL,PRIVATE,26,92.30769231,3.846153846,0,3.846153846,3.846153846,3.846153846,7.692307692,3.846153846,3.846153846
MONTE GARDENS ELEMENTARY,PUBLIC,93,97.84946237,0,0,2.150537634,2.150537634,2.150537634,2.150537634,2.150537634,2.150537634
ELIZABETH LEARNING CENTER,PUBLIC,93,95.69892473,4.301075269,0,0,3.225806452,3.225806452,4.301075269,2.150537634,1.075268817
SAN JOSE STREET ELEMENTARY,PUBLIC,112,100,0,0,0,0,0,0,0,0
ERNIE PYLE ELEMENTARY,PUBLIC,91,96.7032967,2.197802198,0,1.098901099,1.098901099,2.197802198,1.098901099,3.296703297,1.098901099
LINCOLN ELEMENTARY,PUBLIC,111,96.3963964,3.603603604,0,0,3.603603604,2.702702703,1.801801802,0.900900901,0
MAYALL STREET ELEMENTARY,PUBLIC,62,100,0,0,0,0,0,0,0,0
LAKEWOOD ELEMENTARY,PUBLIC,63,82.53968254,17.46031746,0,0,14.28571429,14.28571429,15.87301587,1.587301587,0
RANCHITO AVENUE ELEMENTARY,PUBLIC,128,96.09375,0,1.5625,2.34375,3.90625,3.90625,3.90625,3.90625,3.90625
KELSO (WILLIAM H.) ELEMENTARY,PUBLIC,103,80.58252427,19.41747573,0,0,19.41747573,19.41747573,19.41747573,19.41747573,19.41747573
SOLEADO ELEMENTARY,PUBLIC,72,88.88888889,11.11111111,0,0,1.388888889,4.166666667,6.944444444,4.166666667,0
LOS ALTOS ELEMENTARY,PUBLIC,69,98.55072464,1.449275362,0,0,1.449275362,1.449275362,1.449275362,1.449275362,0
OUR LADY OF PERPETUAL HELP,PRIVATE,27,100,0,0,0,0,0,0,0,0
INGENIUM CHARTER,PUBLIC,89,100,0,0,0,0,0,0,0,0
LUCILLE ROYBAL-ALLARD ELEMENTARY,PUBLIC,98,52.04081633,47.95918367,0,0,33.67346939,32.65306122,32.65306122,26.53061224,16.32653061
TRINITY LUTHERAN SCHOOL,PRIVATE,27,88.88888889,3.703703704,0,7.407407407,11.11111111,11.11111111,11.11111111,7.407407407,11.11111111
HIGHLAND PACIFIC ELEMENTARY,PUBLIC,58,100,0,0,0,0,0,0,0,0
ALTA-DUTCH FLAT ELEMENTARY,PUBLIC,13,61.53846154,23.07692308,0,15.38461538,23.07692308,30.76923077,38.46153846,15.38461538,15.38461538
NINETY-SIXTH STREET ELEMENTARY,PUBLIC,127,78.74015748,20.47244094,0,0.787401575,14.96062992,13.38582677,2.362204724,1.57480315,0.787401575
TULSA STREET ELEMENTARY,PUBLIC,79,97.46835443,1.265822785,0,1.265822785,2.53164557,2.53164557,1.265822785,2.53164557,1.265822785
EASTBLUFF ELEMENTARY,PUBLIC,51,68.62745098,25.49019608,0,5.882352941,17.64705882,21.56862745,23.52941176,17.64705882,9.803921569
PETER MARSHALL ELEMENTARY,PUBLIC,103,90.29126214,8.737864078,0,0.970873786,6.796116505,6.796116505,5.825242718,1.941747573,1.941747573
WILLIAM KASEBERG ELEMENTARY,PUBLIC,62,91.93548387,8.064516129,0,0,4.838709677,4.838709677,6.451612903,3.225806452,1.612903226
CENTRAL ELEMENTARY,PUBLIC,68,94.11764706,0,0,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941
ST. DOMINIC SAVIO,PRIVATE,27,100,0,0,0,0,0,0,0,0
PERRIS ELEMENTARY,PUBLIC,98,100,0,0,0,0,0,0,0,0
CHRISTA MCAULIFFE ELEMENTARY,PUBLIC,120,95.83333333,4.166666667,0,0,1.666666667,2.5,3.333333333,0,0
BURREL ELEMENTARY,PUBLIC,19,100,0,0,0,0,0,0,0,0
WOODROW ELEMENTARY,PUBLIC,59,84.74576271,0,15.25423729,0,15.25423729,15.25423729,15.25423729,15.25423729,15.25423729
ARROYO WEST ELEMENTARY,PUBLIC,91,92.30769231,0,0,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692,7.692307692
JOSEPH H. WARDLAW ELEMENTARY,PUBLIC,165,96.36363636,3.636363636,0,0,2.424242424,0,3.03030303,0.606060606,0
MONROE ELEMENTARY,PUBLIC,77,81.81818182,1.298701299,0,16.88311688,16.88311688,16.88311688,16.88311688,18.18181818,16.88311688
EDISON-BETHUNE CHARTER ACADEMY,PUBLIC,79,94.93670886,5.063291139,0,0,3.797468354,3.797468354,0,2.53164557,0
HERITAGE MONTESSORI SCHOOL,PRIVATE,38,78.94736842,15.78947368,0,5.263157895,13.15789474,10.52631579,5.263157895,7.894736842,7.894736842
FAIRVIEW ELEMENTARY,PUBLIC,92,96.73913043,0,0,3.260869565,3.260869565,3.260869565,3.260869565,3.260869565,3.260869565
GRACIANO GOMEZ ELEMENTARY,PUBLIC,95,94.73684211,5.263157895,0,0,3.157894737,2.105263158,4.210526316,1.052631579,1.052631579
SACRED HEART SCHOOL,PRIVATE,28,100,0,0,0,0,0,0,0,0
CITRUS ELEMENTARY,PUBLIC,108,87.03703704,8.333333333,0,4.62962963,10.18518519,12.03703704,10.18518519,8.333333333,6.481481481
HENRY K-8,PUBLIC,120,93.33333333,3.333333333,0,3.333333333,5.833333333,5,5.833333333,4.166666667,5
ROSEWOOD AVENUE ELEMENTARY,PUBLIC,47,82.9787234,17.0212766,0,0,14.89361702,14.89361702,0,2.127659574,6.382978723
CEDAR LANE ELEMENTARY,PUBLIC,72,88.88888889,11.11111111,0,0,9.722222222,6.944444444,9.722222222,1.388888889,2.777777778
HALLMARK CHARTER,PUBLIC,19,68.42105263,5.263157895,0,26.31578947,31.57894737,31.57894737,31.57894737,26.31578947,26.31578947
ST. RAPHAEL ELEMENTARY,PRIVATE,26,100,0,0,0,0,0,0,0,0
HURLEY ELEMENTARY,PUBLIC,131,96.94656489,2.290076336,0,0.763358779,1.526717557,1.526717557,0.763358779,3.053435115,0.763358779
OUR LADY OF GRACE,PRIVATE,42,83.33333333,11.9047619,0,4.761904762,14.28571429,11.9047619,11.9047619,7.142857143,4.761904762
TAYLOR LEADERSHIP ACADEMY,PUBLIC,60,91.66666667,8.333333333,0,0,5,5,1.666666667,1.666666667,0
VALLE VISTA ELEMENTARY,PUBLIC,72,95.83333333,1.388888889,0,2.777777778,4.166666667,4.166666667,4.166666667,4.166666667,2.777777778
ROHR (FRED H.) ELEMENTARY,PUBLIC,35,97.14285714,0,0,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857
MARGARET LANDELL ELEMENTARY,PUBLIC,127,97.63779528,1.57480315,0,0.787401575,2.362204724,0.787401575,1.57480315,0.787401575,0.787401575
WESTWOOD ELEMENTARY,PUBLIC,172,81.39534884,12.20930233,0,6.395348837,9.88372093,11.04651163,13.37209302,11.62790698,10.46511628
BALLARD ELEMENTARY,PUBLIC,15,100,0,0,0,0,0,0,0,0
VAN ALLEN ELEMENTARY,PUBLIC,61,91.80327869,6.557377049,1.639344262,0,8.196721311,6.557377049,6.557377049,4.918032787,6.557377049
PARK AVENUE ELEMENTARY,PUBLIC,41,100,0,0,0,0,0,0,0,0
HASKELL ELEMENTARY,PUBLIC,57,91.22807018,8.771929825,0,0,7.01754386,3.50877193,3.50877193,0,0
CHILDREN'S COMMUNITY CHARTER,PUBLIC,22,81.81818182,0,0,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818
VALLEY LIFE CHARTER,PUBLIC,87,91.95402299,1.149425287,0,6.896551724,8.045977011,8.045977011,8.045977011,6.896551724,6.896551724
EL GABILAN ELEMENTARY,PUBLIC,120,92.5,7.5,0,0,6.666666667,4.166666667,4.166666667,2.5,5
DYER STREET ELEMENTARY,PUBLIC,135,96.2962963,3.703703704,0,0,2.962962963,1.481481481,1.481481481,1.481481481,0
SUN VALLEY ELEMENTARY,PUBLIC,86,59.30232558,38.37209302,0,2.325581395,26.74418605,24.41860465,25.58139535,19.76744186,13.95348837
RON NUNN ELEMENTARY,PUBLIC,75,92,0,0,8,8,8,8,8,8
SANCHEZ (GEORGE I.) ELEMENTARY,PUBLIC,74,100,0,0,0,0,0,0,0,0
JAMES DUKES ELEMENTARY,PUBLIC,63,84.12698413,11.11111111,0,4.761904762,12.6984127,14.28571429,14.28571429,9.523809524,4.761904762
SYCAMORE ELEMENTARY,PUBLIC,53,73.58490566,0,0,26.41509434,26.41509434,26.41509434,26.41509434,26.41509434,26.41509434
STRATFORD SCHOOL,PRIVATE,89,98.87640449,0,0,1.123595506,1.123595506,1.123595506,1.123595506,1.123595506,1.123595506
ALL START ACADEMY,PRIVATE,10,100,0,0,0,0,0,0,0,0
WASHINGTON ELEMENTARY,PUBLIC,152,97.36842105,1.315789474,0.657894737,0.657894737,2.631578947,2.631578947,2.631578947,1.973684211,1.315789474
CAMBRIDGE ELEMENTARY,PUBLIC,68,88.23529412,10.29411765,0,1.470588235,5.882352941,7.352941176,11.76470588,1.470588235,10.29411765
PALMA CEIA ELEMENTARY,PUBLIC,73,82.19178082,17.80821918,0,0,13.69863014,12.32876712,1.369863014,10.95890411,1.369863014
LA GRANADA ELEMENTARY,PUBLIC,117,96.58119658,1.709401709,0,1.709401709,2.564102564,2.564102564,3.418803419,1.709401709,1.709401709
CAMINO NUEVO CHARTER ACADEMY,PUBLIC,63,84.12698413,15.87301587,0,0,15.87301587,14.28571429,15.87301587,9.523809524,11.11111111
MCCLOUD ELEMENTARY,PUBLIC,10,80,0,0,20,20,20,20,20,20
WASHINGTON ELEMENTARY,PUBLIC,92,100,0,0,0,0,0,0,0,0
NORTH COTTONWOOD,PUBLIC,111,85.58558559,9.90990991,0,4.504504505,13.51351351,14.41441441,14.41441441,9.90990991,9.009009009
LOUIS MILANI ELEMENTARY,PUBLIC,52,94.23076923,5.769230769,0,0,3.846153846,1.923076923,0,0,0
