DATE_TIME,DEPTH_m,T_DEGC,SC_us_cm,pH,Dox_mg_L,Tn_Ntu,Chl_ug_L,PRECIP_in,AWND_mph,WDF5_deg,WSF5_mph
3/31/2016 0:03,3,5.57,1829,8.14,12.67,1.6,5.1,0.09,14.32,170,36.9
3/31/2016 0:03,4,5.57,1829,8.14,12.67,2.8,4,0.09,14.32,170,36.9
3/31/2016 0:03,5,5.57,1828,8.14,12.67,1.7,4.4,0.09,14.32,170,36.9
3/31/2016 0:03,6,5.56,1829,8.14,12.64,1.8,5.1,0.09,14.32,170,36.9
3/31/2016 0:03,7,5.56,1828,8.14,12.63,1.6,2.1,0.09,14.32,170,36.9
3/31/2016 0:03,8,5.56,1831,8.14,12.66,1.6,3.8,0.09,14.32,170,36.9
3/31/2016 0:03,9,5.56,1829,8.14,12.6,1.8,4.1,0.09,14.32,170,36.9
3/31/2016 0:03,10,5.57,1829,8.14,12.59,1.5,5.4,0.09,14.32,170,36.9
3/31/2016 0:03,11,5.56,1829,8.14,12.58,1.7,5.1,0.09,14.32,170,36.9
3/31/2016 0:03,12,5.57,1830,8.14,12.55,1.6,4.8,0.09,14.32,170,36.9
3/31/2016 0:03,13,5.57,1828,8.14,12.55,1.8,5.1,0.09,14.32,170,36.9
3/31/2016 0:03,14,5.57,1829,8.14,12.57,1.4,3.9,0.09,14.32,170,36.9
3/31/2016 0:03,15,5.57,1828,8.14,12.53,1.6,5.4,0.09,14.32,170,36.9
3/31/2016 0:03,16,5.57,1828,8.14,12.49,1.7,4.5,0.09,14.32,170,36.9
3/31/2016 0:03,17,5.57,1829,8.14,12.51,1.5,4.4,0.09,14.32,170,36.9
3/31/2016 0:03,18,5.57,1829,8.14,12.5,2.1,5.7,0.09,14.32,170,36.9
3/31/2016 12:03,1,5.78,1817,8.16,12.77,2.3,3.2,0.09,14.32,170,36.9
3/31/2016 12:03,2,5.77,1816,8.16,12.81,1.5,3.7,0.09,14.32,170,36.9
3/31/2016 12:03,3,5.78,1818,8.16,12.74,1.4,5.1,0.09,14.32,170,36.9
3/31/2016 12:03,4,5.71,1819,8.16,12.69,1.3,4.5,0.09,14.32,170,36.9
3/31/2016 12:03,5,5.71,1819,8.15,12.71,1.3,3,0.09,14.32,170,36.9
3/31/2016 12:03,6,5.71,1819,8.15,12.68,2.3,3.7,0.09,14.32,170,36.9
3/31/2016 12:03,7,5.71,1819,8.15,12.65,1.5,3.4,0.09,14.32,170,36.9
3/31/2016 12:03,8,5.71,1820,8.15,12.65,1.3,3.5,0.09,14.32,170,36.9
3/31/2016 12:03,9,5.71,1820,8.15,12.64,1.4,4.1,0.09,14.32,170,36.9
3/31/2016 12:03,10,5.71,1821,8.15,12.62,2.1,4.8,0.09,14.32,170,36.9
3/31/2016 12:03,11,5.71,1820,8.15,12.61,1.6,3.9,0.09,14.32,170,36.9
3/31/2016 12:03,12,5.71,1823,8.15,12.59,1.5,3.3,0.09,14.32,170,36.9
3/31/2016 12:03,13,5.71,1822,8.15,12.61,1.5,3.3,0.09,14.32,170,36.9
3/31/2016 12:03,14,5.71,1824,8.15,12.59,1.6,3.5,0.09,14.32,170,36.9
3/31/2016 12:03,15,5.7,1826,8.15,12.55,1.5,4.3,0.09,14.32,170,36.9
3/31/2016 12:03,16,5.7,1826,8.15,12.53,1.2,4,0.09,14.32,170,36.9
3/31/2016 12:03,17,5.69,1827,8.15,12.53,1.4,4.5,0.09,14.32,170,36.9
3/31/2016 12:03,18,5.67,1826,8.14,12.47,2.7,5.6,0.09,14.32,170,36.9
4/1/2016 0:03,1,5.92,1822,8.15,12.64,1.6,3.5,0.18,13.42,320,36
4/1/2016 0:03,2,5.93,1824,8.16,12.67,1.3,2.5,0.18,13.42,320,36
4/1/2016 0:03,3,5.93,1821,8.16,12.63,1.5,5.3,0.18,13.42,320,36
4/1/2016 0:03,4,5.93,1822,8.16,12.61,1.5,5.4,0.18,13.42,320,36
4/1/2016 0:03,5,5.92,1822,8.16,12.59,1.6,5,0.18,13.42,320,36
4/1/2016 0:03,6,5.92,1823,8.16,12.57,1.4,3.7,0.18,13.42,320,36
4/1/2016 0:03,7,5.92,1822,8.16,12.57,1.4,3.4,0.18,13.42,320,36
4/1/2016 0:03,8,5.91,1824,8.16,12.56,1.4,3.9,0.18,13.42,320,36
4/1/2016 0:03,9,5.91,1822,8.16,12.55,1.1,5.1,0.18,13.42,320,36
4/1/2016 0:03,10,5.91,1822,8.16,12.56,1.2,4.1,0.18,13.42,320,36
4/1/2016 0:03,11,5.91,1821,8.16,12.51,1.4,3.4,0.18,13.42,320,36
4/1/2016 0:03,12,5.91,1821,8.16,12.53,1.3,4.7,0.18,13.42,320,36
4/1/2016 0:03,13,5.9,1822,8.16,12.52,1.9,2.8,0.18,13.42,320,36
4/1/2016 0:03,14,5.91,1822,8.16,12.51,1.3,3,0.18,13.42,320,36
4/1/2016 0:03,15,5.91,1822,8.16,12.52,1.5,4.6,0.18,13.42,320,36
4/1/2016 0:03,16,5.91,1820,8.16,12.46,1.5,3.5,0.18,13.42,320,36
4/1/2016 0:03,17,5.91,1823,8.16,12.52,1.5,5,0.18,13.42,320,36
4/1/2016 0:03,18,5.91,1822,8.16,12.47,1.5,4.5,0.18,13.42,320,36
4/1/2016 12:03,1,6.29,1818,8.16,12.61,1.5,1.9,0.18,13.42,320,36
4/1/2016 12:03,2,6.26,1819,8.17,12.63,1.4,1.2,0.18,13.42,320,36
4/1/2016 12:03,3,6.22,1818,8.16,12.57,1.4,1.8,0.18,13.42,320,36
4/1/2016 12:03,4,6.21,1819,8.16,12.58,1.6,3.4,0.18,13.42,320,36
4/1/2016 12:03,5,6.22,1818,8.16,12.57,1.7,4.6,0.18,13.42,320,36
4/1/2016 12:03,6,6.19,1819,8.16,12.58,2.6,4.4,0.18,13.42,320,36
4/1/2016 12:03,7,6.17,1820,8.16,12.51,1.7,3.7,0.18,13.42,320,36
4/1/2016 12:03,8,6.14,1820,8.16,12.54,1.7,3.7,0.18,13.42,320,36
4/1/2016 12:03,9,6.13,1820,8.16,12.53,1.4,4.4,0.18,13.42,320,36
4/1/2016 12:03,10,6.11,1820,8.16,12.46,1.5,3.3,0.18,13.42,320,36
4/1/2016 12:03,11,6.07,1820,8.16,12.46,1,3.9,0.18,13.42,320,36
4/1/2016 12:03,12,6.07,1821,8.16,12.44,1.2,4.7,0.18,13.42,320,36
4/1/2016 12:03,13,6.07,1822,8.16,12.44,1.3,3.9,0.18,13.42,320,36
4/1/2016 12:03,14,6.06,1821,8.16,12.45,1,4,0.18,13.42,320,36
4/1/2016 12:03,15,6.05,1823,8.16,12.42,1.3,4.1,0.18,13.42,320,36
4/1/2016 12:03,16,6.04,1821,8.16,12.4,1.4,4.4,0.18,13.42,320,36
4/1/2016 12:03,17,6.04,1822,8.16,12.35,1.2,4.7,0.18,13.42,320,36
4/1/2016 12:03,18,6.03,1821,8.16,12.33,1.3,3.3,0.18,13.42,320,36
4/2/2016 0:03,1,6.2,1821,8.17,12.6,1.1,2.2,0.1,8.5,250,38.9
4/2/2016 0:03,2,6.2,1820,8.17,12.56,1.4,6.6,0.1,8.5,250,38.9
4/2/2016 0:03,3,6.2,1819,8.17,12.53,1.2,3.9,0.1,8.5,250,38.9
4/2/2016 0:03,4,6.2,1820,8.17,12.51,1.1,4.4,0.1,8.5,250,38.9
4/2/2016 0:03,5,6.2,1819,8.17,12.52,1.2,3.6,0.1,8.5,250,38.9
4/2/2016 0:03,6,6.2,1819,8.17,12.5,1.1,4.2,0.1,8.5,250,38.9
4/2/2016 0:03,7,6.2,1821,8.17,12.49,1.1,3.7,0.1,8.5,250,38.9
4/2/2016 0:03,8,6.2,1820,8.17,12.47,1.4,3.8,0.1,8.5,250,38.9
4/2/2016 0:03,9,6.2,1819,8.17,12.47,1.2,3.2,0.1,8.5,250,38.9
4/2/2016 0:03,10,6.2,1820,8.17,12.46,1,3.7,0.1,8.5,250,38.9
4/2/2016 0:03,11,6.2,1820,8.17,12.45,1.4,5.1,0.1,8.5,250,38.9
4/2/2016 0:03,12,6.2,1820,8.17,12.42,1,3.4,0.1,8.5,250,38.9
4/2/2016 0:03,13,6.2,1820,8.17,12.45,1.3,4.9,0.1,8.5,250,38.9
4/2/2016 0:03,14,6.2,1820,8.17,12.4,1.6,4.2,0.1,8.5,250,38.9
4/2/2016 0:03,15,6.2,1820,8.17,12.41,1.7,1.7,0.1,8.5,250,38.9
4/2/2016 0:03,16,6.21,1820,8.17,12.38,1.1,3.4,0.1,8.5,250,38.9
4/2/2016 0:03,17,6.2,1820,8.17,12.39,1.4,5.6,0.1,8.5,250,38.9
4/2/2016 0:03,18,6.21,1819,8.17,12.39,1.1,3.8,0.1,8.5,250,38.9
4/2/2016 12:03,1,6.4,1816,8.18,12.5,1.3,1.6,0.1,8.5,250,38.9
4/2/2016 12:03,2,6.4,1818,8.18,12.47,1.1,0,0.1,8.5,250,38.9
4/2/2016 12:03,3,6.44,1816,8.18,12.5,1.2,1.5,0.1,8.5,250,38.9
4/2/2016 12:03,4,6.43,1816,8.18,12.51,1.4,3,0.1,8.5,250,38.9
4/2/2016 12:03,5,6.41,1816,8.18,12.49,1.6,3.1,0.1,8.5,250,38.9
4/2/2016 12:03,6,6.4,1817,8.17,12.47,1.5,3.2,0.1,8.5,250,38.9
4/2/2016 12:03,7,6.39,1817,8.17,12.45,1,4.2,0.1,8.5,250,38.9
4/2/2016 12:03,8,6.39,1819,8.17,12.45,1.1,4.4,0.1,8.5,250,38.9
4/2/2016 12:03,9,6.39,1819,8.17,12.42,1,3.5,0.1,8.5,250,38.9
4/2/2016 12:03,10,6.39,1819,8.17,12.4,1.2,0.7,0.1,8.5,250,38.9
4/2/2016 12:03,11,6.38,1819,8.17,12.39,1.3,2.7,0.1,8.5,250,38.9
4/2/2016 12:03,12,6.39,1820,8.17,12.39,1.5,1.9,0.1,8.5,250,38.9
4/2/2016 12:03,13,6.38,1821,8.17,12.37,1.1,1.8,0.1,8.5,250,38.9
4/2/2016 12:03,14,6.36,1824,8.16,12.36,1.4,3.3,0.1,8.5,250,38.9
4/2/2016 12:03,15,6.38,1821,8.17,12.34,2.9,3.8,0.1,8.5,250,38.9
4/2/2016 12:03,16,6.38,1822,8.16,12.28,1.5,3.1,0.1,8.5,250,38.9
4/2/2016 12:03,17,6.35,1824,8.16,12.25,1.3,2.7,0.1,8.5,250,38.9
4/2/2016 12:03,18,6.36,1823,8.16,12.33,1.6,2.7,0.1,8.5,250,38.9
4/3/2016 0:03,1,6.88,1842,8.13,12.28,2.1,2.2,0.38,15.88,300,45
4/3/2016 0:03,2,6.87,1842,8.13,12.24,2.4,3.8,0.38,15.88,300,45
4/3/2016 0:03,3,6.87,1842,8.13,12.26,1.8,1.9,0.38,15.88,300,45
4/3/2016 0:03,4,6.86,1841,8.13,12.23,1.7,3.9,0.38,15.88,300,45
4/3/2016 0:03,5,6.85,1842,8.13,12.23,1.4,3.9,0.38,15.88,300,45
4/3/2016 0:03,6,6.83,1841,8.13,12.25,1.8,3.8,0.38,15.88,300,45
4/3/2016 0:03,7,6.78,1840,8.14,12.27,1.5,2.9,0.38,15.88,300,45
4/3/2016 0:03,8,6.73,1838,8.14,12.24,1.4,3.6,0.38,15.88,300,45
4/3/2016 0:03,9,6.66,1835,8.14,12.28,1.2,3.4,0.38,15.88,300,45
4/3/2016 0:03,10,6.63,1834,8.15,12.3,1.3,4.8,0.38,15.88,300,45
4/3/2016 0:03,11,6.61,1832,8.15,12.27,1.1,3.9,0.38,15.88,300,45
4/3/2016 0:03,12,6.6,1832,8.15,12.28,1.3,3.4,0.38,15.88,300,45
4/3/2016 0:03,13,6.59,1830,8.15,12.28,1.4,3.5,0.38,15.88,300,45
4/3/2016 0:03,14,6.57,1831,8.15,12.26,1.3,3.2,0.38,15.88,300,45
4/3/2016 0:03,15,6.57,1831,8.15,12.29,1.6,4,0.38,15.88,300,45
4/3/2016 0:03,16,6.53,1828,8.15,12.25,1.3,5.1,0.38,15.88,300,45
4/3/2016 0:03,17,6.52,1828,8.16,12.24,1.1,4.3,0.38,15.88,300,45
4/3/2016 0:03,18,6.53,1828,8.16,12.24,1.5,3.5,0.38,15.88,300,45
4/3/2016 12:03,1,6.49,1832,8.16,12.31,2.9,1.2,0.38,15.88,300,45
4/3/2016 12:03,2,6.5,1831,8.16,12.3,1.4,2.2,0.38,15.88,300,45
4/3/2016 12:03,3,6.5,1833,8.16,12.3,1.4,3,0.38,15.88,300,45
4/3/2016 12:03,4,6.5,1831,8.16,12.26,1.4,2.9,0.38,15.88,300,45
4/3/2016 12:03,5,6.49,1831,8.16,12.28,1.5,3.8,0.38,15.88,300,45
4/3/2016 12:03,6,6.5,1829,8.16,12.26,1.8,2.3,0.38,15.88,300,45
4/3/2016 12:03,7,6.49,1829,8.16,12.24,2.2,1.8,0.38,15.88,300,45
4/3/2016 12:03,8,6.49,1830,8.15,12.18,1.4,3.5,0.38,15.88,300,45
4/3/2016 12:03,9,6.49,1829,8.15,12.21,1.6,2.6,0.38,15.88,300,45
4/3/2016 12:03,10,6.49,1829,8.16,12.21,1.6,1.6,0.38,15.88,300,45
4/3/2016 12:03,11,6.49,1830,8.16,12.23,2,2.5,0.38,15.88,300,45
4/3/2016 12:03,12,6.48,1830,8.16,12.18,1.7,3.7,0.38,15.88,300,45
4/3/2016 12:03,13,6.49,1829,8.16,12.14,1.5,3.5,0.38,15.88,300,45
4/3/2016 12:03,14,6.48,1829,8.16,12.18,2.2,3.6,0.38,15.88,300,45
4/3/2016 12:03,15,6.49,1830,8.16,12.16,1.3,2.6,0.38,15.88,300,45
4/3/2016 12:03,16,6.49,1829,8.16,12.15,1.6,1.6,0.38,15.88,300,45
4/3/2016 12:03,17,6.49,1830,8.16,12.15,1.6,2.6,0.38,15.88,300,45
4/3/2016 12:03,18,6.49,1830,8.16,12.11,1.6,2.5,0.38,15.88,300,45
4/4/2016 0:04,1,6.23,1831,8.17,12.27,2.3,2.3,0.17,10.51,60,25.1
4/4/2016 0:04,2,6.23,1831,8.17,12.26,2.4,3.7,0.17,10.51,60,25.1
4/4/2016 0:04,3,6.23,1831,8.16,12.25,1.8,3.7,0.17,10.51,60,25.1
4/4/2016 0:04,4,6.23,1834,8.17,12.25,2.2,3.2,0.17,10.51,60,25.1
4/4/2016 0:04,5,6.23,1832,8.16,12.2,2.4,4.4,0.17,10.51,60,25.1
4/4/2016 0:04,6,6.24,1832,8.16,12.19,2.1,4.2,0.17,10.51,60,25.1
4/4/2016 0:04,7,6.25,1833,8.16,12.2,2.4,4.5,0.17,10.51,60,25.1
4/4/2016 0:04,8,6.25,1831,8.16,12.17,2.4,2.4,0.17,10.51,60,25.1
4/4/2016 0:04,9,6.25,1834,8.16,12.18,2.4,3,0.17,10.51,60,25.1
4/4/2016 0:04,10,6.26,1834,8.15,12.18,2.9,3.3,0.17,10.51,60,25.1
4/4/2016 0:04,11,6.26,1836,8.15,12.19,2.7,3.5,0.17,10.51,60,25.1
4/4/2016 0:04,12,6.26,1836,8.15,12.16,2.6,4.1,0.17,10.51,60,25.1
4/4/2016 0:04,13,6.26,1837,8.15,12.23,2.5,1.7,0.17,10.51,60,25.1
4/4/2016 0:04,14,6.25,1836,8.15,12.14,2.1,3.6,0.17,10.51,60,25.1
4/4/2016 0:04,15,6.25,1836,8.15,12.13,2.3,4,0.17,10.51,60,25.1
4/4/2016 0:04,16,6.25,1839,8.15,12.13,2.6,3,0.17,10.51,60,25.1
4/4/2016 0:04,17,6.25,1837,8.15,12.11,2.5,2,0.17,10.51,60,25.1
4/4/2016 0:04,18,6.25,1836,8.15,12.09,2.3,3.5,0.17,10.51,60,25.1
4/4/2016 12:03,1,5.97,1832,8.18,12.28,2.4,3.3,0.17,10.51,60,25.1
4/4/2016 12:03,2,5.98,1831,8.19,12.25,1.9,2.5,0.17,10.51,60,25.1
4/4/2016 12:03,3,5.98,1832,8.18,12.24,1.7,2.5,0.17,10.51,60,25.1
4/4/2016 12:03,4,5.96,1833,8.19,12.25,1.9,2.4,0.17,10.51,60,25.1
4/4/2016 12:03,5,5.96,1832,8.19,12.25,2.8,2.6,0.17,10.51,60,25.1
4/4/2016 12:03,6,5.98,1832,8.18,12.23,2,2.1,0.17,10.51,60,25.1
4/4/2016 12:03,7,5.98,1831,8.18,12.18,1.7,3.2,0.17,10.51,60,25.1
4/4/2016 12:03,8,5.98,1832,8.18,12.26,2,2.6,0.17,10.51,60,25.1
4/4/2016 12:03,9,5.98,1832,8.18,12.17,2.1,4.6,0.17,10.51,60,25.1
4/4/2016 12:03,10,5.99,1831,8.18,12.19,2,4,0.17,10.51,60,25.1
4/4/2016 12:03,11,5.99,1831,8.18,12.17,1.9,4.9,0.17,10.51,60,25.1
4/4/2016 12:03,12,5.99,1833,8.18,12.17,3.6,4.4,0.17,10.51,60,25.1
4/4/2016 12:03,13,5.98,1832,8.18,12.16,1.9,2.5,0.17,10.51,60,25.1
4/4/2016 12:03,14,5.99,1832,8.18,12.13,2.4,2.9,0.17,10.51,60,25.1
4/4/2016 12:03,15,5.99,1833,8.18,12.11,2,4.2,0.17,10.51,60,25.1
4/4/2016 12:03,16,5.99,1832,8.19,12.12,1.8,2.5,0.17,10.51,60,25.1
4/4/2016 12:03,17,5.99,1831,8.18,12.16,1.8,2.8,0.17,10.51,60,25.1
4/4/2016 12:03,18,5.99,1833,8.18,12.07,1.9,4.1,0.17,10.51,60,25.1
4/5/2016 0:03,1,5.87,1831,8.19,12.27,1.8,3.4,0,5.37,290,21.9
4/5/2016 0:03,2,5.87,1832,8.19,12.23,2.3,2.2,0,5.37,290,21.9
4/5/2016 0:03,3,5.9,1828,8.19,12.25,2,2,0,5.37,290,21.9
4/5/2016 0:03,4,5.91,1830,8.19,12.26,2.6,2.2,0,5.37,290,21.9
4/5/2016 0:03,5,5.93,1829,8.19,12.24,1.5,3,0,5.37,290,21.9
4/5/2016 0:03,6,5.93,1831,8.19,12.23,2.6,3.7,0,5.37,290,21.9
4/5/2016 0:03,7,5.94,1830,8.19,12.21,1.5,2.5,0,5.37,290,21.9
4/5/2016 0:03,8,5.94,1830,8.19,12.19,1.5,2.8,0,5.37,290,21.9
4/5/2016 0:03,9,5.94,1831,8.19,12.2,1.5,3.5,0,5.37,290,21.9
4/5/2016 0:03,10,5.94,1829,8.19,12.18,1.5,2.8,0,5.37,290,21.9
4/5/2016 0:03,11,5.94,1829,8.19,12.18,1.6,2.7,0,5.37,290,21.9
4/5/2016 0:03,12,5.93,1829,8.19,12.18,1.5,3,0,5.37,290,21.9
4/5/2016 0:03,13,5.93,1830,8.19,12.14,1.3,2.6,0,5.37,290,21.9
4/5/2016 0:03,14,5.93,1830,8.19,12.13,1.9,2,0,5.37,290,21.9
4/5/2016 0:03,15,5.94,1829,8.19,12.13,1.5,2.4,0,5.37,290,21.9
4/5/2016 0:03,16,5.93,1828,8.19,12.11,2.2,7.9,0,5.37,290,21.9
4/5/2016 0:03,17,5.93,1829,8.19,12.1,1.5,2.6,0,5.37,290,21.9
4/5/2016 0:03,18,5.93,1830,8.19,12.11,1.3,4.1,0,5.37,290,21.9
4/5/2016 12:03,1,6.02,1829,8.19,12.28,1.6,0.9,0,5.37,290,21.9
4/5/2016 12:03,2,6.02,1829,8.19,12.26,1.4,1.4,0,5.37,290,21.9
4/5/2016 12:03,3,6,1829,8.19,12.28,1.5,2.3,0,5.37,290,21.9
4/5/2016 12:03,4,6,1829,8.19,12.26,1.4,1.8,0,5.37,290,21.9
4/5/2016 12:03,5,5.97,1829,8.19,12.35,1.7,1.7,0,5.37,290,21.9
4/5/2016 12:03,6,5.91,1829,8.19,12.26,1.5,3.8,0,5.37,290,21.9
4/5/2016 12:03,7,5.88,1829,8.19,12.23,1.3,3.2,0,5.37,290,21.9
4/5/2016 12:03,8,5.86,1830,8.19,12.22,1.8,4.3,0,5.37,290,21.9
4/5/2016 12:03,9,5.84,1829,8.19,12.17,1.1,2,0,5.37,290,21.9
4/5/2016 12:03,10,5.84,1831,8.19,12.16,1.3,1.8,0,5.37,290,21.9
4/5/2016 12:03,11,5.83,1829,8.19,12.16,1.2,3.6,0,5.37,290,21.9
4/5/2016 12:03,12,5.83,1832,8.19,12.17,1.5,4.7,0,5.37,290,21.9
4/5/2016 12:03,13,5.82,1829,8.19,12.13,1.5,1.9,0,5.37,290,21.9
4/5/2016 12:03,14,5.81,1832,8.19,12.14,1.4,2.4,0,5.37,290,21.9
4/5/2016 12:03,15,5.8,1833,8.18,12.11,1.3,2.8,0,5.37,290,21.9
4/5/2016 12:03,16,5.78,1834,8.18,12.1,1.4,3,0,5.37,290,21.9
4/5/2016 12:03,17,5.77,1838,8.18,12.02,2,2.7,0,5.37,290,21.9
4/5/2016 12:03,18,5.73,1844,8.17,12.06,1.7,3.6,0,5.37,290,21.9
4/6/2016 0:03,1,5.83,1833,8.19,12.31,1.2,3.3,0,9.84,170,33.1
4/6/2016 0:03,2,5.84,1834,8.19,12.31,1.2,3,0,9.84,170,33.1
4/6/2016 0:03,3,5.85,1833,8.19,12.28,1.4,2.9,0,9.84,170,33.1
4/6/2016 0:03,4,5.87,1833,8.19,12.32,1.2,2.2,0,9.84,170,33.1
4/6/2016 0:03,5,5.86,1833,8.19,12.28,1.2,2.4,0,9.84,170,33.1
4/6/2016 0:03,6,5.86,1832,8.19,12.29,1.3,3.1,0,9.84,170,33.1
4/6/2016 0:03,7,5.86,1834,8.2,12.28,1.1,2.5,0,9.84,170,33.1
4/6/2016 0:03,8,5.86,1832,8.2,12.24,1.2,3.4,0,9.84,170,33.1
4/6/2016 0:03,9,5.86,1832,8.19,12.22,1.3,3.2,0,9.84,170,33.1
4/6/2016 0:03,10,5.86,1833,8.2,12.22,1.2,3.3,0,9.84,170,33.1
4/6/2016 0:03,11,5.86,1833,8.19,12.22,1.5,2.2,0,9.84,170,33.1
4/6/2016 0:03,12,5.86,1834,8.19,12.23,1.1,2.7,0,9.84,170,33.1
4/6/2016 0:03,13,5.86,1832,8.19,12.21,1.3,2.9,0,9.84,170,33.1
4/6/2016 0:03,14,5.86,1834,8.19,12.19,1.6,2.3,0,9.84,170,33.1
4/6/2016 0:03,15,5.84,1833,8.19,12.16,1.6,3.4,0,9.84,170,33.1
4/6/2016 0:03,16,5.82,1835,8.19,12.15,1.3,2.1,0,9.84,170,33.1
4/6/2016 0:03,17,5.8,1835,8.19,12.16,1.2,2.4,0,9.84,170,33.1
4/6/2016 0:03,18,5.77,1836,8.19,12.13,1.3,2.2,0,9.84,170,33.1
4/6/2016 10:05,1,5.71,1818,8.1,12.49,,1.9,0,9.84,170,33.1
4/6/2016 10:05,2,5.71,1819,8.1,12.44,,2.1,0,9.84,170,33.1
4/6/2016 10:05,3,5.71,1818,8.1,12.42,,2.1,0,9.84,170,33.1
4/6/2016 10:05,4,5.71,1818,8.1,12.41,,2.7,0,9.84,170,33.1
4/6/2016 10:05,5,5.71,1819,8.1,12.42,1.6,2,0,9.84,170,33.1
4/6/2016 10:05,6,5.71,1822,8.1,12.38,1.6,2.4,0,9.84,170,33.1
4/6/2016 10:05,7,5.71,1821,8.09,12.38,,2.4,0,9.84,170,33.1
4/6/2016 10:05,8,5.71,1820,8.1,12.38,1.5,3.9,0,9.84,170,33.1
4/6/2016 10:05,9,5.72,1822,8.09,12.39,,2.3,0,9.84,170,33.1
4/6/2016 10:05,10,5.75,1829,8.09,12.35,,7.8,0,9.84,170,33.1
4/6/2016 10:05,11,5.76,1831,8.09,12.39,1.6,2.1,0,9.84,170,33.1
4/6/2016 10:05,12,5.76,1835,8.09,12.37,1.4,1.1,0,9.84,170,33.1
4/6/2016 10:05,13,5.71,1833,8.09,12.36,1.6,1.8,0,9.84,170,33.1
4/6/2016 10:05,14,5.67,1833,8.09,12.35,1.4,2.1,0,9.84,170,33.1
4/6/2016 10:05,15,5.66,1834,8.09,12.33,1.6,1.8,0,9.84,170,33.1
4/6/2016 10:05,16,5.69,1839,8.08,12.34,1.5,1.7,0,9.84,170,33.1
4/6/2016 10:05,17,5.71,1847,8.08,12.35,1.7,2.6,0,9.84,170,33.1
4/6/2016 10:05,18,6.16,1959,7.86,12.53,2.4,3.2,0,9.84,170,33.1
4/6/2016 12:02,1,5.72,1822,8.15,12.42,,7.7,0,9.84,170,33.1
4/6/2016 12:02,2,5.72,1823,8.14,12.47,1.5,2.1,0,9.84,170,33.1
4/6/2016 12:02,3,5.71,1822,8.14,12.44,1.5,1.6,0,9.84,170,33.1
4/6/2016 12:02,4,5.72,1822,8.14,12.43,1.5,3.2,0,9.84,170,33.1
4/6/2016 12:02,5,5.72,1822,8.14,12.41,1.8,4,0,9.84,170,33.1
4/6/2016 12:02,6,5.72,1822,8.14,12.41,1.6,3.9,0,9.84,170,33.1
4/6/2016 12:02,7,5.72,1823,8.14,12.41,1.8,2.9,0,9.84,170,33.1
4/6/2016 12:02,8,5.72,1822,8.14,12.38,1.4,1.9,0,9.84,170,33.1
4/6/2016 12:02,9,5.72,1822,8.14,12.37,6,3.7,0,9.84,170,33.1
4/6/2016 12:02,10,5.72,1822,8.14,12.35,6.1,1.7,0,9.84,170,33.1
4/6/2016 12:02,11,5.72,1822,8.13,12.35,1.5,3.5,0,9.84,170,33.1
4/6/2016 12:02,12,5.72,1822,8.13,12.35,1.5,1,0,9.84,170,33.1
4/6/2016 12:02,13,5.72,1821,8.13,12.34,3.9,3.5,0,9.84,170,33.1
4/6/2016 12:02,14,5.72,1826,8.13,12.31,1.5,2.9,0,9.84,170,33.1
4/6/2016 12:02,15,5.72,1826,8.13,12.3,1.6,3.5,0,9.84,170,33.1
